4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,24,5,5,5,19,5,5,5,25,8,1,1,1,9,4,4,8,1,1,9,4,8,1,1,1,1,1,12,7,13,2,
2,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,1,1,1,18,1,1,1,9,8,1,1,1,9,2,4,8,1,1,10,5,11,1,1,1,1,1,9,4,8,2,
4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,1,12,7,18,7,13,1,9,8,1,1,1,9,4,4,8,1,1,1,1,1,1,1,1,1,1,10,5,11,4,
4,4,8,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,9,8,1,9,4,2,4,8,1,9,8,1,1,1,9,2,4,8,1,1,1,12,7,13,1,1,1,1,1,1,1,4,
2,4,8,1,1,1,1,1,1,9,4,4,7,1,1,1,1,1,9,22,3,21,2,4,2,22,3,21,8,1,1,1,10,5,5,11,1,1,1,9,4,8,1,1,1,1,1,1,1,2,
2,4,8,1,1,1,1,1,9,4,2,4,4,7,13,1,1,1,9,8,1,9,4,2,4,8,1,9,8,1,1,1,1,1,1,1,1,1,1,10,5,11,1,1,1,1,1,1,1,4,
4,4,2,29,29,29,29,2,4,4,4,4,4,4,8,1,1,1,9,8,1,10,5,19,5,11,1,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,
2,4,8,1,1,1,1,9,4,2,2,4,4,4,8,1,1,1,9,8,1,1,1,18,1,1,1,9,8,1,1,1,12,31,13,1,1,1,1,1,1,1,1,12,7,13,1,1,1,4,
4,4,8,1,1,1,1,9,4,2,2,2,2,4,8,1,1,1,9,26,7,7,7,20,7,7,7,27,8,1,1,1,9,2,33,1,12,7,13,1,1,1,1,9,4,8,1,1,1,2,
4,4,8,1,1,1,1,9,4,4,2,2,2,4,8,1,1,1,10,5,5,5,5,5,5,5,5,5,11,1,1,1,32,2,33,1,9,4,8,1,1,1,1,10,5,11,1,1,1,4,
2,4,8,1,1,1,1,9,4,2,2,2,4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,2,33,1,10,5,11,1,1,1,1,1,1,1,1,1,1,2,
4,4,8,1,1,1,1,9,4,4,2,2,4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
4,2,8,1,1,1,1,1,2,4,2,2,2,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,7,15,2,33,1,1,1,1,1,1,1,1,1,1,12,7,13,1,4,
2,4,8,1,1,1,1,1,1,2,4,2,4,4,16,7,7,7,13,1,1,1,1,1,1,1,1,1,1,1,9,4,4,4,33,1,1,1,1,1,1,1,1,1,1,9,4,8,1,2,
4,2,8,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,16,31,31,31,31,31,31,31,31,31,31,31,15,4,2,2,8,1,1,1,1,1,1,1,1,1,1,10,5,11,1,4,
4,4,8,1,1,1,1,1,1,1,1,4,2,2,2,4,4,4,4,4,4,4,2,19,5,5,19,4,2,4,2,4,4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,
2,4,8,1,1,1,1,1,1,1,1,2,4,4,4,5,5,5,5,5,5,4,2,18,1,1,18,2,4,2,4,5,5,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,
4,4,16,7,13,1,1,1,1,1,1,2,2,4,4,1,1,1,1,1,1,2,4,18,1,1,18,4,2,4,5,1,1,1,1,1,12,7,13,1,1,1,1,12,7,13,1,9,2,4,
4,4,2,19,8,1,1,1,1,12,7,4,4,4,2,1,1,1,1,1,1,4,2,20,4,4,20,4,14,5,1,1,1,1,1,1,9,4,8,1,1,1,1,9,4,8,1,9,2,4,
4,4,2,18,8,1,1,1,1,9,2,2,4,8,1,1,1,1,1,1,1,5,5,5,17,4,2,4,8,1,1,1,1,1,1,1,10,5,11,1,1,1,1,10,5,11,1,9,2,2,
4,2,4,18,8,1,1,1,1,9,2,4,2,8,1,1,1,1,4,1,1,1,1,1,9,4,2,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,4,
4,2,4,18,8,1,1,1,1,9,4,4,4,8,1,1,1,9,4,1,1,1,1,1,9,4,2,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,7,7,15,2,2,
2,4,14,18,8,1,1,1,1,10,5,5,5,11,1,1,1,9,4,4,33,1,1,1,9,4,4,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,2,4,4,4,
4,2,18,3,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,2,33,1,1,1,9,4,2,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,4,2,2,2,
2,8,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,4,33,1,1,1,9,4,4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,2,4,2,4,
4,8,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,2,33,1,1,1,9,4,4,4,8,1,1,1,1,1,1,1,12,7,13,1,1,1,1,1,9,4,2,2,4,4,
2,8,18,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,4,33,1,1,1,1,10,5,5,5,11,1,1,1,1,1,1,1,9,4,8,1,1,1,1,1,1,9,2,4,2,4,
4,8,18,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,11,1,1,1,12,7,13,9,2,2,2,4,
2,16,18,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,2,33,1,1,1,1,1,1,1,1,1,1,1,1,12,7,13,1,1,1,1,1,1,1,9,4,8,9,2,4,4,4,
4,2,18,7,7,13,1,1,1,1,1,1,1,1,1,1,9,4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,9,4,8,1,1,1,1,1,1,1,10,5,11,9,2,2,2,4,
4,2,3,3,3,8,1,1,1,1,1,1,1,1,1,12,15,4,2,26,7,7,7,7,7,7,7,7,7,7,7,7,30,5,11,1,1,1,12,7,13,1,1,1,1,1,9,4,2,4,
2,4,4,2,18,8,1,1,1,1,1,12,31,31,7,27,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,33,1,1,1,1,1,9,4,8,1,12,7,13,1,9,4,2,2,
2,2,4,2,18,1,1,1,1,1,1,10,34,5,34,5,5,2,2,4,2,2,2,2,2,4,4,2,4,4,2,4,33,1,1,1,1,1,10,5,11,1,9,4,8,1,1,9,2,4,
4,4,4,8,18,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,33,1,1,1,1,1,1,1,1,1,10,5,11,1,1,9,4,2,
4,2,4,8,18,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,4,
2,4,4,2,20,13,1,1,1,1,1,1,1,1,1,1,1,1,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1,1,1,1,12,7,13,1,1,1,1,1,1,1,1,9,2,2,
4,4,4,2,2,2,24,25,8,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,9,23,8,1,1,12,7,13,1,1,2,2,2,4,
4,2,4,4,4,2,26,27,8,1,1,1,1,1,1,1,1,23,2,23,4,4,2,2,4,4,23,4,4,4,4,23,1,12,7,13,10,5,11,1,1,9,4,8,1,1,4,4,4,4,
4,4,4,2,2,2,2,2,16,7,7,7,7,7,7,7,7,2,2,2,4,4,2,4,23,4,2,4,2,4,4,4,1,9,4,8,1,1,1,1,1,10,2,11,1,1,4,2,2,2,
4,2,4,2,4,4,4,4,2,4,4,4,2,2,4,4,4,2,4,4,4,23,4,4,2,4,4,2,4,4,4,4,2,4,2,2,4,2,2,4,2,4,2,2,4,2,4,4,4,4

